0,0.04745
0.045351,-0.01508
0.090702,-0.002515
0.136053,0.070695
0.181404,0.13239
0.226755,0.144825
0.272106,0.135235
0.317457,0.12921
0.362808,0.11316
0.408159,0.074235
0.45351,0.038105
0.498861,0.06448
0.544212,0.184035
0.589563,0.32025
0.634914,0.34213
0.680265,0.21951
0.725616,0.04227
0.770967,-0.09424
0.816318,-0.135725
0.861669,-0.07147
0.90702,0.03784
0.952371,0.09366
0.997722,0.05481
1.043073,-0.03934
1.088424,-0.125475
1.133775,-0.16583
1.179126,-0.15918
1.224477,-0.12814
1.269828,-0.110455
1.315179,-0.12186
1.36053,-0.10583
1.405881,-0.0274
1.451232,0.0065
1.496583,-0.09171
1.541934,-0.20197
1.587285,-0.18994
1.632636,-0.12637
1.677987,-0.10373
1.723338,-0.07211
1.768689,-0.01617
1.81404,-0.03125
1.859391,-0.114635
1.904742,-0.10956
1.950093,0.032915
1.995444,0.12845
2.040795,0.03955
2.086146,-0.099015
2.131497,-0.10464
2.176848,-0.00198
2.222199,0.10507
2.26755,0.17456
2.312901,0.157485
2.358252,0.053815
2.403603,-0.01428
2.448954,-0.000995
2.494305,0.003435
2.539656,0.009295
2.585007,0.08548
2.630358,0.142255
2.675709,0.11343
2.72106,0.11459
2.766411,0.184585
2.811762,0.21805
2.857113,0.198015
2.902464,0.150435
2.947815,0.021775
2.993166,-0.14557
3.038517,-0.18338
3.083868,-0.052935
3.129219,0.11133
3.17457,0.17416
3.219921,0.09943
3.265272,-0.02194
3.310623,-0.06102
3.355974,-0.021895
3.401325,-0.01346
3.446676,-0.06021
3.492027,-0.09036
3.537378,-0.074385
3.582729,-0.04681
3.62808,-0.051955
3.673431,-0.10919
3.718782,-0.16977
3.764133,-0.173965
3.809484,-0.161455
3.854835,-0.177265
3.900186,-0.14792
3.945537,-0.01907
3.990888,0.135785
4.036239,0.23047
4.08159,0.18497
4.126941,-0.0625
4.172292,-0.336415
4.217643,-0.32988
4.262994,-0.0502
4.308345,0.21924
4.353696,0.319225
4.399047,0.2822
4.444398,0.198195
4.489749,0.144515
4.5351,0.097975
4.580451,0.005785
4.625802,-0.028425
4.671153,0.097095
4.716504,0.242175
4.761855,0.2215
4.807206,0.07501
4.852557,-0.010815
4.897908,0.050705
4.943259,0.1257
4.98861,0.03781
5.033961,-0.14581
5.079312,-0.209855
5.124663,-0.12964
5.170014,-0.0307
5.215365,0.037555
5.260716,0.0314
5.306067,-0.11255
5.351418,-0.28897
5.396769,-0.33148
5.44212,-0.27731
5.487471,-0.225995
5.532822,-0.129595
5.578173,0.048935
5.623524,0.1897
5.668875,0.139965
5.714226,-0.1019
5.759577,-0.32227
5.804928,-0.29099
5.850279,-0.064405
5.89563,0.10904
5.940981,0.147205
5.986332,0.1221
6.031683,0.060865
6.077034,-0.00012
6.122385,0.01068
6.167736,0.076215
6.213087,0.121535
6.258438,0.143815
6.303789,0.16586
6.34914,0.11609
6.394491,-0.08118
6.439842,-0.29239
6.485193,-0.25015
6.530544,0.05676
6.575895,0.29773
6.621246,0.25528
6.666597,0.07483
6.711948,-0.05121
6.757299,-0.116015
6.80265,-0.13458
6.848001,-0.05191
6.893352,0.09061
6.938703,0.151565
6.984054,0.1188
7.029405,0.10065
7.074756,0.09598
7.120107,0.029255
7.165458,-0.05573
7.210809,-0.07031
7.25616,-0.037065
7.301511,0.001205
7.346862,0.07181
7.392213,0.18216
7.437564,0.261065
7.482915,0.21613
7.528266,0.04205
7.573617,-0.140485
7.618968,-0.22073
7.664319,-0.20703
7.70967,-0.13498
7.755021,-0.035505
7.800372,-0.011215
7.845723,-0.106305
7.891074,-0.170085
7.936425,-0.094075
7.981776,-0.00412
8.027127,-0.032635
8.072478,-0.128465
8.117829,-0.190765
8.16318,-0.19122
8.208531,-0.14307
8.253882,-0.06473
8.299233,0.04572
8.344584,0.18716
8.389935,0.28741
8.435286,0.255935
8.480637,0.108685
8.525988,-0.04309
8.571339,-0.08511
8.61669,0.03281
8.662041,0.23389
8.707392,0.368425
8.752743,0.3685
8.798094,0.252705
8.843445,0.06113
8.888796,-0.11191
8.934147,-0.16513
8.979498,-0.095045
9.024849,0.0607
9.0702,0.226605
9.115551,0.20221
9.160902,-0.097915
9.206253,-0.407515
9.251604,-0.45993
9.296955,-0.327045
9.342306,-0.17786
9.387657,-0.07544
9.433008,-0.07025
9.478359,-0.131825
9.52371,-0.133225
9.569061,-0.092235
9.614412,-0.11261
9.659763,-0.136885
9.705114,-0.10275
9.750465,-0.09116
9.795816,-0.09515
9.841167,-0.007005
9.886518,0.15439
9.931869,0.31775
9.97722,0.439685
10.022571,0.396565
10.067922,0.14731
10.113273,-0.086715
10.158624,-0.098895
10.203975,0.04944
10.249326,0.1947
10.294677,0.24762
10.340028,0.187365
10.385379,0.04678
10.43073,-0.10455
10.476081,-0.161635
10.521432,-0.06207
10.566783,0.05869
10.612134,0.003555
10.657485,-0.19363
10.702836,-0.33014
10.748187,-0.299785
10.793538,-0.14572
10.838889,0.017835
10.88424,0.071975
10.929591,-0.021565
10.974942,-0.20615
11.020293,-0.337025
11.065644,-0.217945
11.110995,0.14166
11.156346,0.43896
11.201697,0.464065
11.247048,0.31244
11.292399,0.12177
11.33775,-0.060925
11.383101,-0.135605
11.428452,-0.00424
11.473803,0.23837
11.519154,0.39029
11.564505,0.366985
11.609856,0.235945
11.655207,0.09799
11.700558,-0.00635
11.745909,-0.09134
11.79126,-0.15872
11.836611,-0.17404
11.881962,-0.15491
11.927313,-0.189135
11.972664,-0.252245
12.018015,-0.20032
12.063366,-0.052595
12.108717,-0.006455
12.154068,-0.124315
12.199419,-0.28073
12.24477,-0.359575
12.290121,-0.29874
12.335472,-0.10184
12.380823,0.09857
12.426174,0.166915
12.471525,0.10184
12.516876,-0.03036
12.562227,-0.122665
12.607578,-0.03201
12.652929,0.23117
12.69828,0.44888
12.743631,0.45706
12.788982,0.27637
12.834333,0.0127
12.879684,-0.182085
12.925035,-0.175495
12.970386,0.006885
13.015737,0.203325
13.061088,0.26096
13.106439,0.13281
13.15179,-0.08099
13.197141,-0.22968
13.242492,-0.27145
13.287843,-0.22464
13.333194,-0.100175
13.378545,-0.004045
13.423896,-0.033925
13.469247,-0.089645
13.514598,-0.07126
13.559949,-0.067855
13.6053,-0.12192
13.650651,-0.1189
13.696002,-0.04575
13.741353,-0.0119
13.786704,-0.00012
13.832055,0.09021
13.877406,0.21899
13.922757,0.262315
13.968108,0.21091
14.013459,0.13591
14.05881,0.0444
14.104161,-0.065655
14.149512,-0.108875
14.194863,-0.027205
14.240214,0.08304
14.285565,0.07983
14.330916,-0.03394
14.376267,-0.133865
14.421618,-0.156875
14.466969,-0.14554
14.51232,-0.12814
14.557671,-0.08746
14.603022,-0.040355
14.648373,-0.03784
14.693724,-0.099595
14.739075,-0.195325
14.784426,-0.23956
14.829777,-0.12723
14.875128,0.113845
14.920479,0.27554
14.96583,0.22318
15.011181,0.0968
15.056532,0.108235
15.101883,0.25198
15.147234,0.347155
15.192585,0.27731
15.237936,0.10867
15.283287,0.011005
15.328638,0.06537
15.373989,0.176715
15.41934,0.22934
15.464691,0.21121
15.510042,0.13904
15.555393,0.022175
15.600744,-0.092945
15.646095,-0.13858
15.691446,-0.088665
15.736797,-0.021
15.782148,-0.07043
15.827499,-0.25375
15.87285,-0.42294
15.918201,-0.45355
15.963552,-0.361925
16.008903,-0.22299
16.054254,-0.10031
16.099605,-0.030895
16.144956,-0.03046
